State,Year,Month,Indicator,Data Value
FL,2022,June,Methadone (T40.3),151
FL,2022,June,Natural & semi-synthetic opioids (T40.2),983
FL,2022,June,Percent with drugs specified,91.56686627
FL,2022,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","5,857"
FL,2022,June,Number of Deaths,"264,280"
FL,2022,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,107"
FL,2022,June,"Synthetic opioids, excl. methadone (T40.4)","5,376"
FL,2022,June,Heroin (T40.1),216
FL,2022,June,Cocaine (T40.5),"2,231"
FL,2022,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","6,116"
FL,2022,March,"Synthetic opioids, excl. methadone (T40.4)","5,620"
FL,2022,March,Percent with drugs specified,92.15686275
FL,2022,March,Methadone (T40.3),165
FL,2022,March,Number of Drug Overdose Deaths,"8,262"
FL,2022,March,"Opioids (T40.0-T40.4,T40.6)","6,184"
FL,2022,March,Heroin (T40.1),285
FL,2022,March,Number of Deaths,"266,082"
FL,2022,March,Natural & semi-synthetic opioids (T40.2),"1,008"
FL,2022,March,Psychostimulants with abuse potential (T43.6),"2,078"
FL,2022,March,Cocaine (T40.5),"2,357"
FL,2022,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,148"
FL,2022,May,"Synthetic opioids, excl. methadone (T40.4)","5,473"
FL,2022,May,Number of Drug Overdose Deaths,"8,138"
FL,2022,May,Methadone (T40.3),159
FL,2022,May,Natural & semi-synthetic opioids (T40.2),"1,007"
FL,2022,May,Psychostimulants with abuse potential (T43.6),"2,069"
FL,2022,May,"Opioids (T40.0-T40.4,T40.6)","6,037"
FL,2022,May,Number of Deaths,"264,032"
FL,2022,May,Cocaine (T40.5),"2,284"
FL,2022,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,138"
FL,2022,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","5,977"
FL,2022,May,Heroin (T40.1),225
FL,2022,May,Percent with drugs specified,91.85303514
FL,2022,November,Natural & semi-synthetic opioids (T40.2),903
FL,2022,November,Number of Deaths,"242,273"
FL,2022,November,Percent with drugs specified,90.77361669
FL,2022,November,Number of Drug Overdose Deaths,"7,717"
FL,2022,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,013"
FL,2022,November,Methadone (T40.3),139
FL,2022,November,Cocaine (T40.5),"2,134"
FL,2022,November,Heroin (T40.1),165
FL,2022,November,"Opioids (T40.0-T40.4,T40.6)","5,677"
FL,2022,November,Psychostimulants with abuse potential (T43.6),"1,959"
FL,2022,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","5,634"
FL,2022,November,"Synthetic opioids, excl. methadone (T40.4)","5,180"
FL,2022,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","5,749"
FL,2022,October,Percent with drugs specified,91.05068301
FL,2022,October,Natural & semi-synthetic opioids (T40.2),924
FL,2022,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,043"
FL,2022,October,Number of Deaths,"242,721"
FL,2022,October,Heroin (T40.1),181
FL,2022,October,Number of Drug Overdose Deaths,"7,833"
FL,2022,October,"Opioids (T40.0-T40.4,T40.6)","5,794"
FL,2022,October,Psychostimulants with abuse potential (T43.6),"2,018"
FL,2022,October,Cocaine (T40.5),"2,162"
FL,2022,October,"Synthetic opioids, excl. methadone (T40.4)","5,277"
FL,2022,October,Methadone (T40.3),147
FL,2022,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","5,797"
FL,2022,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","1,072"
FL,2022,September,Number of Drug Overdose Deaths,"7,915"
FL,2022,September,Percent with drugs specified,91.01705622
FL,2022,September,Heroin (T40.1),192
FL,2022,September,Natural & semi-synthetic opioids (T40.2),948
FL,2022,September,"Opioids (T40.0-T40.4,T40.6)","5,847"
FL,2022,September,Number of Deaths,"244,560"
FL,2022,September,"Synthetic opioids, excl. methadone (T40.4)","5,322"
FL,2022,September,Methadone (T40.3),154
FL,2022,September,Psychostimulants with abuse potential (T43.6),"2,033"
FL,2022,September,Cocaine (T40.5),"2,190"
GA,2015,April,"Synthetic opioids, excl. methadone (T40.4)",
GA,2015,April,"Opioids (T40.0-T40.4,T40.6)",
GA,2015,April,Psychostimulants with abuse potential (T43.6),
GA,2015,April,Number of Deaths,"79,111"
GA,2015,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
GA,2015,April,Number of Drug Overdose Deaths,"1,270"
GA,2015,April,Natural & semi-synthetic opioids (T40.2),
GA,2015,April,Methadone (T40.3),
GA,2015,April,Percent with drugs specified,86.8503937
GA,2015,April,Heroin (T40.1),
GA,2015,April,Cocaine (T40.5),
GA,2015,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
GA,2015,August,"Synthetic opioids, excl. methadone (T40.4)",348
GA,2015,August,Number of Drug Overdose Deaths,"1,327"
GA,2015,August,Psychostimulants with abuse potential (T43.6),213
GA,2015,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",756
GA,2015,August,Number of Deaths,"80,081"
GA,2015,August,"Opioids (T40.0-T40.4,T40.6)",896
GA,2015,August,Methadone (T40.3),124
GA,2015,August,Natural & semi-synthetic opioids (T40.2),451
GA,2015,August,Heroin (T40.1),244
GA,2015,August,Percent with drugs specified,90.42954032
GA,2015,August,Cocaine (T40.5),165
GA,2015,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",539
GA,2015,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",709
GA,2015,December,Percent with drugs specified,91.28440367
GA,2015,December,Heroin (T40.1),228
GA,2015,December,Methadone (T40.3),115
GA,2015,December,Number of Drug Overdose Deaths,"1,308"
GA,2015,December,Natural & semi-synthetic opioids (T40.2),444
GA,2015,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",527
GA,2015,December,"Opioids (T40.0-T40.4,T40.6)",868
GA,2015,December,Number of Deaths,"80,541"
GA,2015,December,Cocaine (T40.5),164
GA,2015,December,Psychostimulants with abuse potential (T43.6),224
GA,2015,December,"Synthetic opioids, excl. methadone (T40.4)",293
GA,2015,February,Percent with drugs specified,84.12955466
GA,2015,February,Cocaine (T40.5),
GA,2015,February,"Synthetic opioids, excl. methadone (T40.4)",
GA,2015,February,Heroin (T40.1),
GA,2015,February,Natural & semi-synthetic opioids (T40.2),
GA,2015,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
GA,2015,February,Psychostimulants with abuse potential (T43.6),
GA,2015,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
GA,2015,February,Number of Drug Overdose Deaths,"1,235"
GA,2015,February,"Opioids (T40.0-T40.4,T40.6)",
GA,2015,February,Methadone (T40.3),
GA,2015,February,Number of Deaths,"78,215"
GA,2015,January,Cocaine (T40.5),
GA,2015,January,Number of Deaths,"77,687"
GA,2015,January,Heroin (T40.1),
GA,2015,January,Natural & semi-synthetic opioids (T40.2),
GA,2015,January,Psychostimulants with abuse potential (T43.6),
GA,2015,January,"Synthetic opioids, excl. methadone (T40.4)",
GA,2015,January,Percent with drugs specified,83.33333333
GA,2015,January,Number of Drug Overdose Deaths,"1,206"
GA,2015,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
GA,2015,January,Methadone (T40.3),
GA,2015,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
GA,2015,January,"Opioids (T40.0-T40.4,T40.6)",
GA,2015,July,Methadone (T40.3),
GA,2015,July,Psychostimulants with abuse potential (T43.6),
GA,2015,July,Number of Deaths,"79,994"
GA,2015,July,Number of Drug Overdose Deaths,"1,330"
GA,2015,July,"Synthetic opioids, excl. methadone (T40.4)",
GA,2015,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
GA,2015,July,Natural & semi-synthetic opioids (T40.2),
GA,2015,July,Heroin (T40.1),
GA,2015,July,"Opioids (T40.0-T40.4,T40.6)",
GA,2015,July,Percent with drugs specified,89.32330827
GA,2015,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
GA,2015,July,Cocaine (T40.5),
GA,2015,June,"Synthetic opioids, excl. methadone (T40.4)",
GA,2015,June,Psychostimulants with abuse potential (T43.6),
GA,2015,June,Cocaine (T40.5),
GA,2015,June,Number of Drug Overdose Deaths,"1,311"
GA,2015,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
GA,2015,June,Number of Deaths,"79,559"
GA,2015,June,Methadone (T40.3),
GA,2015,June,"Opioids (T40.0-T40.4,T40.6)",
GA,2015,June,Percent with drugs specified,88.63463005
GA,2015,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
GA,2015,June,Natural & semi-synthetic opioids (T40.2),
GA,2015,June,Heroin (T40.1),
GA,2015,March,"Synthetic opioids, excl. methadone (T40.4)",
GA,2015,March,Heroin (T40.1),
GA,2015,March,Percent with drugs specified,85.28241846
GA,2015,March,Cocaine (T40.5),
GA,2015,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
GA,2015,March,Natural & semi-synthetic opioids (T40.2),
GA,2015,March,"Opioids (T40.0-T40.4,T40.6)",
GA,2015,March,Psychostimulants with abuse potential (T43.6),
GA,2015,March,Methadone (T40.3),
GA,2015,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
GA,2015,March,Number of Drug Overdose Deaths,"1,257"
GA,2015,March,Number of Deaths,"78,805"
GA,2015,May,"Synthetic opioids, excl. methadone (T40.4)",
GA,2015,May,"Opioids (T40.0-T40.4,T40.6)",
GA,2015,May,Psychostimulants with abuse potential (T43.6),
GA,2015,May,Percent with drugs specified,87.50969744
GA,2015,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
GA,2015,May,Number of Drug Overdose Deaths,"1,289"
GA,2015,May,Number of Deaths,"79,186"
GA,2015,May,Methadone (T40.3),
GA,2015,May,Cocaine (T40.5),
GA,2015,May,Natural & semi-synthetic opioids (T40.2),
GA,2015,May,Heroin (T40.1),
GA,2015,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
GA,2015,November,Percent with drugs specified,90.79847909
GA,2015,November,"Opioids (T40.0-T40.4,T40.6)",877
GA,2015,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",537
GA,2015,November,Number of Drug Overdose Deaths,"1,315"
GA,2015,November,Number of Deaths,"80,919"
GA,2015,November,Cocaine (T40.5),170
GA,2015,November,"Synthetic opioids, excl. methadone (T40.4)",293
GA,2015,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",717
GA,2015,November,Methadone (T40.3),124
GA,2015,November,Psychostimulants with abuse potential (T43.6),218
GA,2015,November,Heroin (T40.1),241
GA,2015,November,Natural & semi-synthetic opioids (T40.2),446
GA,2015,October,Percent with drugs specified,90.20194465
GA,2015,October,Number of Drug Overdose Deaths,"1,337"
GA,2015,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",743
GA,2015,October,Psychostimulants with abuse potential (T43.6),215
GA,2015,October,"Synthetic opioids, excl. methadone (T40.4)",334
GA,2015,October,"Opioids (T40.0-T40.4,T40.6)",895
GA,2015,October,Number of Deaths,"80,715"
GA,2015,October,Methadone (T40.3),126
GA,2015,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",538
GA,2015,October,Heroin (T40.1),244
GA,2015,October,Cocaine (T40.5),174
GA,2015,October,Natural & semi-synthetic opioids (T40.2),448
GA,2015,September,Number of Drug Overdose Deaths,"1,314"
GA,2015,September,"Synthetic opioids, excl. methadone (T40.4)",340
GA,2015,September,Heroin (T40.1),242
GA,2015,September,"Opioids (T40.0-T40.4,T40.6)",885
GA,2015,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",739
GA,2015,September,Psychostimulants with abuse potential (T43.6),214
GA,2015,September,Natural & semi-synthetic opioids (T40.2),439
GA,2015,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",527
GA,2015,September,Percent with drugs specified,90.4109589
GA,2015,September,Methadone (T40.3),123
GA,2015,September,Cocaine (T40.5),171
GA,2015,September,Number of Deaths,"80,392"
GA,2016,April,"Synthetic opioids, excl. methadone (T40.4)",252
GA,2016,April,Cocaine (T40.5),169
GA,2016,April,Percent with drugs specified,92.40898528
GA,2016,April,Natural & semi-synthetic opioids (T40.2),438
GA,2016,April,Psychostimulants with abuse potential (T43.6),223
GA,2016,April,Methadone (T40.3),112
GA,2016,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",515
GA,2016,April,Number of Drug Overdose Deaths,"1,291"
GA,2016,April,Heroin (T40.1),201
GA,2016,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",678
GA,2016,April,Number of Deaths,"80,405"
GA,2016,April,"Opioids (T40.0-T40.4,T40.6)",855
GA,2016,August,Number of Drug Overdose Deaths,"1,275"
GA,2016,August,"Synthetic opioids, excl. methadone (T40.4)",221
GA,2016,August,Psychostimulants with abuse potential (T43.6),221
GA,2016,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",650
GA,2016,August,Methadone (T40.3),106
GA,2016,August,Number of Deaths,"81,003"
GA,2016,August,Percent with drugs specified,93.09803922
GA,2016,August,Cocaine (T40.5),184
GA,2016,August,"Opioids (T40.0-T40.4,T40.6)",841
GA,2016,August,Natural & semi-synthetic opioids (T40.2),440
GA,2016,August,Heroin (T40.1),195
GA,2016,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",510
GA,2016,December,"Synthetic opioids, excl. methadone (T40.4)",271
GA,2016,December,Number of Deaths,"81,783"
GA,2016,December,Psychostimulants with abuse potential (T43.6),243
GA,2016,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",533
GA,2016,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",709
GA,2016,December,Percent with drugs specified,93.79562044
GA,2016,December,Number of Drug Overdose Deaths,"1,370"
GA,2016,December,Cocaine (T40.5),213
GA,2016,December,Methadone (T40.3),113
GA,2016,December,Heroin (T40.1),215
GA,2016,December,"Opioids (T40.0-T40.4,T40.6)",911
GA,2016,December,Natural & semi-synthetic opioids (T40.2),455
GA,2016,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",489
GA,2016,February,Natural & semi-synthetic opioids (T40.2),415
GA,2016,February,Methadone (T40.3),106
GA,2016,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",667
GA,2016,February,Cocaine (T40.5),172
GA,2016,February,"Synthetic opioids, excl. methadone (T40.4)",270
GA,2016,February,Heroin (T40.1),217
GA,2016,February,Number of Drug Overdose Deaths,"1,277"
GA,2016,February,Psychostimulants with abuse potential (T43.6),223
GA,2016,February,Percent with drugs specified,92.24745497
GA,2016,February,"Opioids (T40.0-T40.4,T40.6)",840
GA,2016,February,Number of Deaths,"80,280"
GA,2016,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",692
GA,2016,January,Heroin (T40.1),220
GA,2016,January,Natural & semi-synthetic opioids (T40.2),434
GA,2016,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",508
GA,2016,January,Methadone (T40.3),107
GA,2016,January,"Opioids (T40.0-T40.4,T40.6)",854
GA,2016,January,Number of Deaths,"80,247"
GA,2016,January,"Synthetic opioids, excl. methadone (T40.4)",286
GA,2016,January,Percent with drugs specified,91.60892995
GA,2016,January,Number of Drug Overdose Deaths,"1,299"
GA,2016,January,Psychostimulants with abuse potential (T43.6),225
GA,2016,January,Cocaine (T40.5),162
GA,2016,July,Number of Drug Overdose Deaths,"1,270"
GA,2016,July,Percent with drugs specified,93.1496063
GA,2016,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",655
GA,2016,July,"Synthetic opioids, excl. methadone (T40.4)",225
GA,2016,July,Psychostimulants with abuse potential (T43.6),224
GA,2016,July,Natural & semi-synthetic opioids (T40.2),440
GA,2016,July,"Opioids (T40.0-T40.4,T40.6)",842
GA,2016,July,Methadone (T40.3),107
GA,2016,July,Number of Deaths,"80,602"
GA,2016,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",514
GA,2016,July,Heroin (T40.1),196
GA,2016,July,Cocaine (T40.5),190
GA,2016,June,Psychostimulants with abuse potential (T43.6),222
GA,2016,June,Cocaine (T40.5),179
GA,2016,June,Number of Drug Overdose Deaths,"1,279"
GA,2016,June,Percent with drugs specified,92.88506646
GA,2016,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",652
GA,2016,June,Methadone (T40.3),106
GA,2016,June,"Synthetic opioids, excl. methadone (T40.4)",228
GA,2016,June,"Opioids (T40.0-T40.4,T40.6)",842
GA,2016,June,Heroin (T40.1),197
GA,2016,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",507
GA,2016,June,Number of Deaths,"80,535"
GA,2016,June,Natural & semi-synthetic opioids (T40.2),435
GA,2016,March,Cocaine (T40.5),169
GA,2016,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",669
GA,2016,March,"Synthetic opioids, excl. methadone (T40.4)",261
GA,2016,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",495
GA,2016,March,Natural & semi-synthetic opioids (T40.2),420
GA,2016,March,Heroin (T40.1),211
GA,2016,March,Methadone (T40.3),107
GA,2016,March,Psychostimulants with abuse potential (T43.6),224
GA,2016,March,Percent with drugs specified,92.48826291
GA,2016,March,Number of Drug Overdose Deaths,"1,278"
GA,2016,March,"Opioids (T40.0-T40.4,T40.6)",843
GA,2016,March,Number of Deaths,"80,292"
GA,2016,May,Number of Drug Overdose Deaths,"1,268"
GA,2016,May,Psychostimulants with abuse potential (T43.6),222
GA,2016,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",656
GA,2016,May,Cocaine (T40.5),172
GA,2016,May,"Synthetic opioids, excl. methadone (T40.4)",241
GA,2016,May,Number of Deaths,"80,430"
GA,2016,May,Methadone (T40.3),101
GA,2016,May,Heroin (T40.1),196
GA,2016,May,Percent with drugs specified,92.7444795
GA,2016,May,"Opioids (T40.0-T40.4,T40.6)",837
GA,2016,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",497
GA,2016,May,Natural & semi-synthetic opioids (T40.2),429
GA,2016,November,Psychostimulants with abuse potential (T43.6),237
GA,2016,November,Number of Drug Overdose Deaths,"1,344"
GA,2016,November,Percent with drugs specified,94.12202381
GA,2016,November,Number of Deaths,"81,392"
GA,2016,November,Heroin (T40.1),202
GA,2016,November,"Synthetic opioids, excl. methadone (T40.4)",271
GA,2016,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",704
GA,2016,November,Methadone (T40.3),113
GA,2016,November,"Opioids (T40.0-T40.4,T40.6)",896
GA,2016,November,Natural & semi-synthetic opioids (T40.2),449
GA,2016,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",526
GA,2016,November,Cocaine (T40.5),208
GA,2016,October,Psychostimulants with abuse potential (T43.6),232
GA,2016,October,Number of Deaths,"81,277"
GA,2016,October,Percent with drugs specified,94.22187982
GA,2016,October,Heroin (T40.1),195
GA,2016,October,Natural & semi-synthetic opioids (T40.2),445
GA,2016,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",678
GA,2016,October,"Synthetic opioids, excl. methadone (T40.4)",241
GA,2016,October,"Opioids (T40.0-T40.4,T40.6)",865
GA,2016,October,Cocaine (T40.5),194
GA,2016,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",521
GA,2016,October,Number of Drug Overdose Deaths,"1,298"
GA,2016,October,Methadone (T40.3),112
GA,2016,September,Number of Drug Overdose Deaths,"1,289"
GA,2016,September,"Synthetic opioids, excl. methadone (T40.4)",226
GA,2016,September,Psychostimulants with abuse potential (T43.6),234
GA,2016,September,Percent with drugs specified,93.56089992
GA,2016,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",667
GA,2016,September,Methadone (T40.3),113
GA,2016,September,Number of Deaths,"81,280"
GA,2016,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",521
GA,2016,September,"Opioids (T40.0-T40.4,T40.6)",854
GA,2016,September,Heroin (T40.1),193
GA,2016,September,Cocaine (T40.5),188
GA,2016,September,Natural & semi-synthetic opioids (T40.2),446
GA,2017,April,Cocaine (T40.5),247
GA,2017,April,Psychostimulants with abuse potential (T43.6),302
GA,2017,April,"Opioids (T40.0-T40.4,T40.6)","1,002"
GA,2017,April,Number of Drug Overdose Deaths,"1,467"
GA,2017,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",796
GA,2017,April,Number of Deaths,"82,588"
GA,2017,April,Natural & semi-synthetic opioids (T40.2),504
GA,2017,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",580
GA,2017,April,"Synthetic opioids, excl. methadone (T40.4)",333
GA,2017,April,Methadone (T40.3),105
GA,2017,April,Percent with drugs specified,94.13769598
GA,2017,April,Heroin (T40.1),250
GA,2017,August,"Synthetic opioids, excl. methadone (T40.4)",391
GA,2017,August,Percent with drugs specified,92.87141905
GA,2017,August,Number of Drug Overdose Deaths,"1,501"
GA,2017,August,"Opioids (T40.0-T40.4,T40.6)","1,003"
GA,2017,August,Psychostimulants with abuse potential (T43.6),326
GA,2017,August,Number of Deaths,"83,122"
GA,2017,August,Natural & semi-synthetic opioids (T40.2),505
GA,2017,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",837
GA,2017,August,Cocaine (T40.5),267
GA,2017,August,Heroin (T40.1),255
GA,2017,August,Methadone (T40.3),88
GA,2017,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",571
GA,2017,December,Psychostimulants with abuse potential (T43.6),363
GA,2017,December,Number of Drug Overdose Deaths,"1,516"
GA,2017,December,"Opioids (T40.0-T40.4,T40.6)","1,003"
GA,2017,December,Number of Deaths,"83,679"
GA,2017,December,Natural & semi-synthetic opioids (T40.2),512
GA,2017,December,"Synthetic opioids, excl. methadone (T40.4)",406
GA,2017,December,Heroin (T40.1),262
GA,2017,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",566
GA,2017,December,Methadone (T40.3),83
GA,2017,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",847
GA,2017,December,Cocaine (T40.5),261
GA,2017,December,Percent with drugs specified,93.13984169
GA,2017,February,Psychostimulants with abuse potential (T43.6),278
GA,2017,February,Percent with drugs specified,94.14668547
GA,2017,February,"Opioids (T40.0-T40.4,T40.6)",956
GA,2017,February,Methadone (T40.3),108
GA,2017,February,Number of Drug Overdose Deaths,"1,418"
GA,2017,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",561
GA,2017,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",758
GA,2017,February,Natural & semi-synthetic opioids (T40.2),486
GA,2017,February,Number of Deaths,"82,143"
GA,2017,February,Cocaine (T40.5),222
GA,2017,February,"Synthetic opioids, excl. methadone (T40.4)",303
GA,2017,February,Heroin (T40.1),219
GA,2017,January,Number of Drug Overdose Deaths,"1,398"
GA,2017,January,Psychostimulants with abuse potential (T43.6),267
GA,2017,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",737
GA,2017,January,Percent with drugs specified,93.91988555
GA,2017,January,"Synthetic opioids, excl. methadone (T40.4)",299
GA,2017,January,Number of Deaths,"82,150"
GA,2017,January,Methadone (T40.3),115
GA,2017,January,Heroin (T40.1),215
GA,2017,January,"Opioids (T40.0-T40.4,T40.6)",938
GA,2017,January,Natural & semi-synthetic opioids (T40.2),461
GA,2017,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",543
GA,2017,January,Cocaine (T40.5),222
GA,2017,July,Number of Deaths,"83,087"
GA,2017,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",818
GA,2017,July,Heroin (T40.1),257
GA,2017,July,"Synthetic opioids, excl. methadone (T40.4)",378
GA,2017,July,"Opioids (T40.0-T40.4,T40.6)","1,003"
GA,2017,July,Percent with drugs specified,92.76624246
GA,2017,July,Cocaine (T40.5),249
GA,2017,July,Number of Drug Overdose Deaths,"1,493"
GA,2017,July,Methadone (T40.3),89
GA,2017,July,Psychostimulants with abuse potential (T43.6),319
GA,2017,July,Natural & semi-synthetic opioids (T40.2),499
GA,2017,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",563
GA,2017,June,"Synthetic opioids, excl. methadone (T40.4)",361
GA,2017,June,Number of Drug Overdose Deaths,"1,485"
GA,2017,June,Percent with drugs specified,93.33333333
GA,2017,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",572
GA,2017,June,Heroin (T40.1),258
GA,2017,June,Cocaine (T40.5),244
GA,2017,June,Psychostimulants with abuse potential (T43.6),316
GA,2017,June,Number of Deaths,"82,946"
GA,2017,June,"Opioids (T40.0-T40.4,T40.6)","1,005"
GA,2017,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",815
GA,2017,June,Methadone (T40.3),93
GA,2017,June,Natural & semi-synthetic opioids (T40.2),506
GA,2017,March,Percent with drugs specified,94.28969359
GA,2017,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",786
GA,2017,March,Psychostimulants with abuse potential (T43.6),284
GA,2017,March,"Synthetic opioids, excl. methadone (T40.4)",324
GA,2017,March,"Opioids (T40.0-T40.4,T40.6)",983
GA,2017,March,Methadone (T40.3),105
GA,2017,March,Cocaine (T40.5),233
GA,2017,March,Number of Deaths,"82,436"
GA,2017,March,Number of Drug Overdose Deaths,"1,436"
GA,2017,March,Natural & semi-synthetic opioids (T40.2),498
GA,2017,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",572
GA,2017,March,Heroin (T40.1),228
GA,2017,May,Natural & semi-synthetic opioids (T40.2),512
GA,2017,May,"Synthetic opioids, excl. methadone (T40.4)",359
GA,2017,May,Number of Deaths,"82,813"
GA,2017,May,Percent with drugs specified,94.00269542
GA,2017,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",586
GA,2017,May,Number of Drug Overdose Deaths,"1,484"
GA,2017,May,Cocaine (T40.5),245
GA,2017,May,Psychostimulants with abuse potential (T43.6),312
GA,2017,May,Heroin (T40.1),252
GA,2017,May,"Opioids (T40.0-T40.4,T40.6)","1,017"
GA,2017,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",822
GA,2017,May,Methadone (T40.3),105
GA,2017,November,Number of Drug Overdose Deaths,"1,506"
GA,2017,November,Percent with drugs specified,93.02788845
GA,2017,November,Natural & semi-synthetic opioids (T40.2),504
GA,2017,November,"Synthetic opioids, excl. methadone (T40.4)",394
GA,2017,November,Heroin (T40.1),257
GA,2017,November,Psychostimulants with abuse potential (T43.6),359
